TM,Location,HITTERS,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,INJ,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING
TOA,,"Tellez,R*",113,23,5,29.1,36.2,38.9,0,w,+8,4,5,7,22.4,31.4,57.9,11.6,8,+8,4,2-7/- (3-1),E,10,D,C,2,,304,,,,,,,1b-3e4
TOA,,"Villar,J+",185,19,0,21.5,21.5,32.7,3.4,w,-13,7,39,14,17.4,31.4,21.9,1.5,w,-11,5,"*2-6,12/- (18-15)",AA,15,C,B,1,,,437,,425,,425,,2b-4e37 ss-4e25 cf-4(+2)e25
WAN,,"Cabrera,A+",190,0,0,21,21,56.1,7.3,8,+7,24,23,14,14.2,28.2,24.4,1.5,1,+6,20,-/- (---),E,10,D,C,1,,407,,411,,,,,1b-4e7 3b-4e11
WAN,,"Castro,S",60,13,3,43.2,46.2,51.6,0.4,0,-8,0,20,1,19.1,20.1,37.5,1.9,3,-7,0,-/- (---),E,12,D,C,4,,,330,,,,,,2b-3e30
WAN,,"Eaton,A*",159,12,9,1.3,11.3,5,1.3,1*,0,18,17,1,21.5,23.5,38.6,1,1,+5,21,*4/- (20-6),C,14,A,B,2,,,,,,,,404,rf-4(0)e4
WAN,,"Garcia,L*",134,48,0,19.4,19.4,19.4,0,w,0,18,9,0,30.9,30.9,39,0.8,0,0,18,"4,6/10 (13-6)",D,13,D,C,1,,,324,,488,,,,2b-3e24 ss-4e88
WAN,,"Gomes,Y",109,0,0,31.3,33.3,63.4,5.2,8,-13,5,22,3,28.2,33.2,38.3,1,1,-12,4,2/- (20-6),D,10,D,B,2,205,,,,,,,,"c-2(+1)e5,T-7(pb-2)"
WAN,,"Harrison,J",79,4,0,22.4,32.4,38.2,3.5,5,+4,18,5,13,22.4,45.4,23.9,0.5,0,+3,14,"*2-6,11,12/7-10 (15-4)",D,13,D,B,1,,425,408,423,,412,,412,2b-4e8 3b-4e23 lf-4(+2)e12 rf-4e12 1b-4e25
WAN,,"Hernandez,Y*",26,64,0,7.5,7.5,14.9,0,w*,0,0,72,0,11.2,11.2,29.5,3.5,6*,0,0,-/- (---),E,10,D,D,1,,,,,,,,404,rf-4(0)e4
WAN,,"Holt,B*",95,44,0,17.6,19.6,26.5,0,w,+3,21,21,10,12.7,24.7,18.7,0,w,+3,21,2/- (20-6),D,13,D,B,1,,430,,314,,409,,409,3b-3e14 lf-4(+1)e9 1b-4e30 rf-4e9
WAN,,"Kendrick,H",91,0,0,10.4,10.4,33.3,7.6,8,0,33,16,4,31.9,35.8,39,0,w,0,29,-/- (---),E,10,D,D,2,,427,,,,,,,1b-4e27
WAN,,"Kieboom,C",99,38,11,19.8,40.8,19.9,0,w,+2,22,29,26,1.6,37.6,1.6,0,w,0,22,"2-6,11,12/- (3-1)",E,12,D,D,2,,,,316,,,,,3b-3e16
WAN,,"Noll,J",17,13,0,47.2,47.2,54.8,0,w,-9,32,41,0,41.3,41.3,46.5,0,w,-9,13,-/- (---),E,10,D,D,1,,412,,456,,,,,1b-4e12 3b-4e56
WAN,,"Robles,V",168,24,7,32,50,41.4,0,w,-10,0,39,0,8.6,19.6,11.8,1,0,-5,0,"*4,5/- (18-11)",B,15,B,D,1,,,,,,,305,,cf-3(-3)e5
WAN,,"Soto,J*",154,4,5,41,47,95.8,12.3,8,-8,1,9,30,27.9,58.8,51.4,5.6,8,-6,0,"*5,6/- (17-11)",B,13,D,B,2,,,,,,302,,302,lf-3(+1)e2 rf-3e2
WAN,,"Stevenson,A*",41,29,9,0,14,0,0,w*,0,0,26,12,37.7,54.7,80.9,3.1,5,+4,0,*4/- (20-11),C,15,D,D,1,,,,,,205,305,205,lf-2(+1)e5 rf-2e5 cf-3e5
WAN,,"Suzuki,K",111,0,4,38.4,49.4,57,1.5,1,-9,24,11,12,18.6,37.6,31.7,2.3,w,-8,22,2/- (20-6),E,8,D,C,2,304,,,,,,,,"c-3(+2)e4,T-1(pb-0)"
WAN,,"Taylor,M",92,51,4,6.5,12.5,23,5,8*,0,18,24,4,11.3,17.3,28.5,3.1,5*,0,18,-/- (---),E,16,D,D,1,,,,,,206,206,206,lf-2(-3)e6 cf-2e6 rf-2e6
WAN,,"Thames,E*",123,26,3,8.2,16.2,13.6,0.8,1,0,11,42,10,10.2,25.2,13.8,0.8,1,0,10,2/- (20-6),E,10,D,D,1,,413,,,,,,,1b-4e13
WAN,,"Turner,T",233,2,17,36.8,55.8,70.1,4.4,8,+1,14,5,7,32.6,41.6,52.3,2.8,4,+2,16,*4-6/- (18-13),A,17,D,B,1,,,,,226,,,,ss-2e26
ARN,M,"Lamb,J*",43,54,0,0,5,0,0,w*,0,0,48,17,0,22,0,0,w*,0,0,2-12/- (3-1),E,13,D,D,1,,406,,413,,,,,1b-4e6 3b-4e13
BOA,M,"Moreland,M*",67,47,0,20.1,23.1,20.1,0,w,-4,0,21,20,32.1,55.1,92.3,17.8,8,-3,0,-/- (---),E,9,D,C,1,,309,,,,,,,1b-3e9
BOA,M,"Pillar,K",117,20,3,25.9,30.9,50.1,4.4,8,-7,23,9,6,24.3,32.3,47.3,3,w,-7,24,"2-5,12/10 (13-6)",D,14,D,D,1,,,,,,203,103,203,rf-2(-2)e3 cf-1e3 lf-2e3
CHA,M,"Dyson,J*",10,0,0,30.4,30.4,30.4,0,w,-9,0,0,0,40.3,40.3,40.3,0,w,-9,0,*4/- (20-11),A,17,C,D,1,,,,,,208,208,208,cf-2(0)e8 rf-2e8 lf-2e8
CHN,M,"Martinez,J",21,59,0,0,0,0,0,w*,0,33,23,0,0,0,0,0,w*,0,34,-/- (---),E,11,D,C,1,,,,,,,,,
CHN,M,"Maybin,C",52,11,25,6.4,35.4,6.4,0,w,+3,10,18,0,26.9,30.9,50.3,0,w,+4,15,*5/- (20-13),B,13,D,C,2,,,,,,306,306,306,rf-3(0)e6 lf-3e6 cf-3e6
CHN,M,"Vargas,I+",29,44,0,8.1,8.1,28.5,6.8,8*,0,28,17,0,9.1,9.1,9.1,0,w,-7,27,-/- (---),E,13,D,C,2,,430,315,424,,,,,2b-3e15 1b-4e30 3b-4e24
CIN,M,"Ervin,P",35,3,17,0,23,0,0,w*,0,17,32,28,0,34,0,0,w*,0,14,*3/- (20-11),B,14,D,D,1,,,,,,304,404,,lf-3(-1)e4 cf-4e4
CIN,M,"Goodwin,B*",49,49,3,0,3,0,0,w*,0,16,49,10,15.4,25.5,34.1,4.2,5,-3,18,*6/- (20-13),A,13,D,D,1,,,,,,311,311,311,cf-3(0)e11 lf-3e11 rf-3e11
CLA,M,"Allen,G+",25,54,0,0,8,0,0,w*,0,0,42,0,15.1,23.1,34.1,4.2,6,-3,0,*3/- (20-11),B,16,D,D,1,,,,,,204,204,,lf-2(-2)e4 cf-2e4
CLA,M,"Hedges,A",12,59,0,0,0,0,0,w*,0,0,60,0,0.8,0.8,0.8,0,w*,0,0,-/- (---),E,9,A,C,2,201,,,,,,,,"c-2(-2)e1,T-8(pb-0)"
CLA,M,"Naylor,J*",61,12,1,18.1,19.1,18.1,0,w,-4,0,0,2,21.8,23.8,27.9,0,w,-4,0,-/- (---),E,13,D,B,1,,521,,,,516,,,lf-5(0)e16 1b-5e21
CON,M,"Pillar,K",91,5,0,46.9,48.9,63.8,2.4,2,-8,0,19,0,29.5,31.5,49.7,3.4,w,-8,0,"*5,6/- (19-13)",B,14,D,D,1,,,,,,,108,208,cf-1(-2)e8 rf-2e8
DEA,M,"Maybin,C",41,0,12,30.1,42.2,50.4,0,w,-8,30,43,11,17.1,28.1,33.5,1.1,2,-1,27,-/- (---),E,13,D,C,2,,,,,,,,314,rf-3(0)e14
KCA,M,"Olivares,E",62,13,0,19.4,19.4,24.5,0.5,1,-9,12,7,0,34,34,49.5,2,4,-9,12,2-12/- (3-1),E,14,D,C,1,,,,,,310,310,310,cf-3(-1)e10 lf-3e10 rf-3e10
LAA,M,"Castro,J*",52,59,22,4.4,26.4,10.9,1,1*,0,11,46,25,11.5,36.5,28.3,2.7,2*,0,10,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-1)"
LAA,M,"Goodwin,B*",95,47,0,20.7,22.7,40.3,5.2,6,-1,0,44,16,19.4,37.4,41,2.3,1,-1,0,3/- (20-6),C,13,D,D,1,,,,,,304,304,304,lf-3(0)e4 rf-3e4 cf-3e4
MLN,M,"Vogelbach,D*",58,55,0,13.9,17.9,13.9,0,w,-8,22,28,17,36.1,57.1,57.7,6.4,8,-7,7,-/- (---),E,9,D,D,1,,507,,,,,,,1b-5e7
MMN,M,"Villar,J+",116,18,0,29.1,29.1,33,0,1,-13,14,36,13,21.8,34.8,29.7,2.7,w,-11,11,*2-12/- (15-13),A,15,C,B,1,,,447,,412,,425,,ss-4e12 2b-4e47 cf-4(+2)e25
MNA,M,"Vargas,I+",22,0,0,16,16,38.5,0,w*,0,34,0,0,27.5,27.5,48.6,0,w,-9,34,-/- (---),E,13,D,C,1,,,327,424,,,,,2b-3e27 3b-4e24
NYN,M,"Chirinos,R",32,0,0,30.3,30.3,77.3,12.8,8,-6,34,49,0,9.9,9.9,17.1,0,w,0,38,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-0)"
NYN,M,"Frazier,T",49,37,0,14.3,18.3,23.9,2.2,4,-6,16,44,0,18.7,22.7,27.6,2,3,-8,16,-/- (---),E,11,D,D,1,,,,313,,,,,3b-3e13
OAA,M,"Lamb,J*",45,0,0,16.2,25.2,43.1,6.2,8*,0,16,24,0,29.1,38.1,63.3,6.6,8,+4,16,-/- (---),E,13,D,D,1,,,,415,,,,,3b-4e15
PIN,M,"Alford,A",12,0,0,15.1,15.1,45.2,0,w*,0,0,0,10,23.9,33.9,83,11.5,8*,0,0,-/- (---),E,17,D,D,2,,,,,,212,312,,cf-3(+1)e12 lf-2e12
SDN,M,"Dyson,J*",51,13,0,1.7,1.7,1.7,0,w,+4,0,11,7,6.1,13.1,6.1,0,w,+4,0,*6/- (20-13),A,17,C,D,1,,,,,,,210,,cf-2(0)e10
SDN,M,"Allen,G+",1,0,0,0,11,0,0,w*,0,0,0,62,0,73,0,0,w*,0,0,*3/- (20-11),B,16,D,D,1,,,,,,,,204,rf-2(-2)e4
SDN,M,"Castro,J*",28,56,1,12,13,24,0,w*,0,27,46,5,11.8,16.8,23.5,0,w*,0,25,-/- (---),E,9,D,D,2,301,,,,,,,,"c-3(-1)e1,T-8(pb-0)"
SDN,M,"France,T",55,25,12,28.3,44.3,41.5,0.4,0,+4,11,31,5,33.6,42.6,50.3,3.7,6,+4,15,-/- (---),E,11,D,C,1,,406,,416,,,,,1b-4e6 3b-4e16
SDN,M,"Hedges,A",57,42,19,3.3,29.4,13.1,3.3,6*,0,22,32,6,3.6,16.6,14.3,3.5,7*,0,29,"*3-8,11/9,10,12 (15-8)",D,9,A,C,2,201,,,,,,,,"c-2(-2)e1,T-8(pb-10)"
SDN,M,"Moreland,M*",69,34,0,12.5,12.5,24.9,1.4,3*,0,0,12,0,16.2,16.2,30.1,1.2,2,+4,0,-/- (---),E,9,D,C,1,,311,,,,,,,1b-3e11
SDN,M,"Naylor,J*",36,0,0,17.4,23.4,17.4,0,w,-8,32,0,0,30.6,36.6,44.7,1.3,2,-8,32,*3/- (20-11),C,13,D,B,1,,521,,,,516,,516,rf-5(0)e16 lf-5e16 1b-5e21
SDN,M,"Nola,A",63,22,14,6,22.9,7.7,0,w,+1,19,29,19,17.3,39.3,38,3.8,6,+1,16,-/- (---),E,12,D,D,2,305,,,,,,,,"c-3(0)e5,T-5(pb-2)"
SDN,M,"Olivares,E",34,55,6,12.4,18.4,38.3,8.5,8,+4,0,63,0,3.3,3.3,4.1,0,w,+4,0,2-12/- (3-1),E,14,D,C,1,,,,,,317,317,317,rf-3(-1)e17 lf-3e17 cf-3e17
SEA,M,"Torrens,L",11,38,21,17.2,38.2,17.2,0,w,-7,0,1,3,32,35,52.2,0,w,-8,0,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-20)"
SEA,M,"Ervin,P",39,37,34,7.9,42,12.3,0,w,+3,11,41,20,13.8,33.8,27.5,0,w*,0,16,-/- (---),E,14,D,D,1,,,,,,,,304,rf-3(-1)e4
SEA,M,"France,T",86,22,0,19.8,24.8,27.5,2,2,+4,18,26,8,37.5,50.5,51.6,0,0,+4,11,-/- (---),E,11,D,C,1,,,417,441,,,,,2b-4e17 3b-4e41
SEA,M,"Nola,A",98,12,0,29.2,33.2,52.5,2.2,3,-8,6,7,10,31.3,45.3,48.3,3.8,7,-8,4,-/- (---),E,12,D,D,2,305,303,,406,,,,,"c-3(0)e5,T-5(pb-5) 1b-3e3 3b-4e6"
SLN,M,"Torrens,L",59,19,13,18.8,31.8,34.8,2,3,-4,11,16,9,26.7,35.7,33.5,0,w,-8,12,-/- (---),E,10,D,C,2,401,,,,,,,,"c-4(+1)e1,T-6(pb-8)"
TBA,M,"Martinez,J",67,39,18,14,32,25.4,0.3,1,+4,24,24,10,19.3,29.3,23.7,1.1,2,+4,30,-/- (---),E,11,D,C,1,,514,,,,,,,1b-5e14
TEA,M,"Chirinos,R",42,18,23,4.3,32.3,8.4,0,w*,0,23,37,6,0,11,0,0,w*,0,30,-/- (---),E,9,D,B,3,303,,,,,,,,"c-3(+1)e3,T-6(pb-7)"
TEA,M,"Frazier,T",108,8,13,29.6,48.6,43.7,1.1,1,-11,0,28,7,13.6,26.6,30.8,2.7,w,-2,0,"2-5,12/10 (13-6)",E,11,D,D,1,,309,,321,,,,,1b-3e9 3b-3e21
TOA,M,"Alford,A",16,59,0,18,18,64.2,15.4,8*,0,0,74,0,0,0,0,0,w*,0,0,*5/- (20-13),A,17,D,D,2,,,,,,212,312,,lf-2(+1)e12 cf-3e12
TOA,M,"Villar,J+",69,17,12,3.6,15.6,3.6,0,w*,0,0,44,15,9.1,24,9.1,0,w,+4,0,"*4,6/- (20-13)",A,15,C,B,1,,,429,,460,,,,2b-4e29 ss-4e60
TOA,M,"Vogelbach,D*",57,45,21,0,21,0,0,w*,0,10,20,24,2.3,26.4,9.4,2.3,3*,0,10,-/- (---),E,9,D,D,1,,,,,,,,,
ATN,X,"Contreras,W",10,57,0,40.6,40.6,55.3,0,w,+4,0,56,0,41.8,41.8,57.1,0,w,+4,0,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-0)"
ATN,X,"Culberson,C",7,79,0,23.4,23.4,46.6,0,w*,0,0,103,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,430,447,,,,,,1b-4e30 2b-4e47
ATN,X,"Jackson,A",7,75,0,21.1,21.1,35.5,0,w,-5,4,56,0,32.7,32.7,60.6,0,w,-2,11,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(0)e16,T-20(pb-0)"
ATN,X,"Pache,C",4,80,0,11.6,11.6,11.6,0,w,-9,0,66,0,26.6,26.6,26.6,0,w,-9,0,-/- (---),E,15,D,D,1,,,,,,205,,,lf-2(-2)e5
ATN,X,"Schebler,S*",1,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,,,,,406,rf-4(+1)e6
BAA,X,"Herrera,D",5,85,0,0,11,0,0,w*,0,0,87,0,0,11,0,0,w*,0,0,-/- (---),E,13,D,D,1,,406,,,,,425,,1b-4e6 cf-4(+2)e25
BOA,X,"Grullon,D",3,23,11,6.7,17.7,6.7,0,w,+4,0,18,34,22.3,56.3,22.3,0,w,+3,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
BOA,X,"Puello,C",8,37,17,33.2,50.2,33.2,0,w,-7,0,9,30,33.3,63.3,33.3,0,w,-6,0,-/- (---),E,13,C,C,1,,,,,,303,,303,rf-3(-1)e3 lf-3e3
CHA,X,"Cuthbert,C",1,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,11,D,D,1,,,,431,,,,,3b-4e31
CHA,X,"Goins,R*",9,0,32,0,32,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,312,416,332,,,,3b-4e16 2b-3e12 ss-3e32
CHA,X,"Gonzalez,L*",1,65,0,0,11,0,0,w*,0,0,83,0,0,11,0,0,w*,0,0,-/- (---),E,14,D,D,1,,,,,,,425,,cf-4(-1)e25
CHA,X,"Mercedes,Y",1,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,9,D,C,2,,,,,,,,,
CHN,X,"Perez,H",6,41,0,14.8,14.8,14.8,0,w,-9,0,52,0,0,0,0,0,w*,0,0,-/- (---),E,14,D,D,1,,416,305,,,406,,,1b-4e16 2b-3e5 lf-4(0)e6
CHN,X,"Wisdom,P",2,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,12,D,D,1,,430,,,,,,,1b-4e30
CLA,X,"Chang,Y",11,37,30,7.3,37.3,7.3,0,w,-5,21,50,12,2.3,14.3,2.3,0,w,0,31,-/- (---),E,13,D,D,1,,,471,411,407,,,,2b-4e71 3b-4e11 ss-4e7
CLA,X,"Johnson,D*",12,0,0,0,0,0,0,w*,0,0,60,0,0,0,0,0,w*,0,0,-/- (---),E,15,D,D,1,,,,,,408,,408,rf-4(-2)e8 lf-4e8
DEA,X,"Dixon,B",13,53,14,12.3,26.3,24.5,0,w*,0,21,24,4,0,4,0,0,w*,0,33,-/- (---),E,13,D,D,1,,412,471,,,411,,,1b-4e12 lf-4(+1)e11 2b-4e71
DEA,X,"Hill,D",11,90,0,0,0,0,0,w*,0,0,68,14,0,14,0,0,w*,0,0,-/- (---),E,15,C,D,1,,,,,,,325,,cf-3(+1)e25
DEA,X,"Lugo,D",10,0,26,17.6,43.6,17.6,0,w,+3,24,0,0,1.8,1.8,1.8,0,w,+1,34,-/- (---),E,13,D,C,1,,,422,419,,,,,3b-4e19 2b-4e22
HOA,X,"Alvarez,Y*",8,12,0,13.8,37.8,49.8,12,8,0,25,0,0,18,42,59.5,13.8,8,-2,25,-/- (---),E,8,D,D,6,,,,,,,,,
HOA,X,"Stubbs,G*",8,0,0,0,0,0,0,w*,0,0,0,0,3.3,3.3,3.3,0,w,0,0,2-12/- (3-1),E,13,C,C,2,304,,,,,416,,,"c-3(0)e4,T-20(pb-0) lf-4(+1)e16"
KCA,X,"Gutierrez,K",9,57,26,0,26,0,0,w*,0,0,26,51,0,51,0,0,w*,0,0,-/- (---),E,13,D,D,4,,,,319,,,,,3b-3e19
KCA,X,"Hernandez,O",4,0,0,43.6,43.6,43.6,0,w,-9,34,40,0,51.8,51.8,51.8,0,w,-9,7,-/- (---),E,10,D,D,2,316,,,,,,,,"c-3(0)e16,T-20(pb-0)"
KCA,X,"Mejia,E+",14,64,0,0,0,0,0,w*,0,0,90,0,6.4,6.4,12.8,0,w*,0,0,*3/- (20-11),B,16,B,D,1,,,427,453,,408,,,3b-4e53 lf-4(0)e8 2b-4e27
KCA,X,"Reynolds,M",11,90,0,0,0,0,0,w*,0,0,95,0,0,0,0,0,w*,0,0,-/- (---),E,13,D,D,1,,,,350,,,,,3b-3e50
LAA,X,"Briceno,J",5,0,11,13.5,24.5,13.5,0,w,-8,0,20,30,9.3,39.3,9.3,0,w,-6,0,-/- (---),E,10,D,D,2,316,,,,,,,,"c-3(0)e16,T-20(pb-20)"
LAA,X,"Hermosillo,M",8,0,27,24,51,24,0,w,-1,0,0,0,14.3,14.3,14.3,0,w,-1,0,*3/- (20-11),B,15,D,C,1,,,,,,207,407,,lf-2(0)e7 cf-4e7
LAA,X,"Jones,J",7,0,0,55.6,55.6,55.6,0,w,+4,0,44,0,50.9,50.9,50.9,0,w,+4,0,-/- (---),E,13,D,D,1,,,429,,,,,,2b-4e29
LAA,X,"Soto,E",6,0,11,33,44,47.4,0,w,-8,0,12,23,36,59,64.2,0,w,-5,0,-/- (---),E,13,D,C,1,,,323,,321,,,,ss-3e21 2b-3e23
LAN,X,"McKinstry,Z*",7,0,0,0,0,0,0,w*,0,34,65,0,31.6,31.6,55.6,0,w,+4,5,-/- (---),E,14,D,C,1,,,421,,,,,425,rf-4(0)e25 2b-4e21
LAN,X,"Ruiz,K+",8,0,0,0,0,0,0,w*,0,0,52,0,21.1,21.1,75.3,18.1,8,-1,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+1)e16,T-20(pb-0)"
MMN,X,"Lavarnway,R",11,58,0,33.3,33.3,33.3,0,w,-9,0,1,0,50,50,50,0,w,-9,0,-/- (---),E,8,D,D,2,416,,,,,,,,"c-4(+1)e16,T-3(pb-0)"
MMN,X,"Navarreto,B",5,0,0,32.7,32.7,32.7,0,w,-4,0,25,0,59.2,59.2,59.2,0,w,-4,0,-/- (---),E,8,A,C,2,416,,,,,,,,"c-4(+1)e16,T-20(pb-0)"
MMN,X,"Ramirez,H",10,0,0,21.3,21.3,21.3,0,w,+4,0,35,22,1.6,23.6,1.6,0,w,0,0,2-12/- (3-1),E,13,D,D,6,,,,,,401,,401,rf-4(+2)e1 lf-4e1
MMN,X,"Rodriguez,S",13,58,0,6.9,6.9,6.9,0,w,-5,0,74,0,2.5,2.5,2.5,0,w*,0,0,-/- (---),E,12,C,D,1,,,410,,,404,,,2b-4e10 lf-4(+2)e4
MNA,X,"Blankenhorn,T*",3,0,0,0,11,0,0,w*,0,0,0,0,40.1,51.1,80.2,0,w*,0,0,-/- (---),E,12,D,C,1,,,419,,,,,,2b-4e19
MNA,X,"Whitefield,A",1,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,16,D,C,1,,,,,,,303,,cf-3(0)e3
NYA,X,"Florial,E*",3,61,0,0,0,0,0,w*,0,0,54,0,41.9,41.9,41.9,0,w,-9,0,-/- (---),E,15,D,D,1,,,,,,,311,,cf-3(-1)e11
NYN,X,"Cordell,R",8,53,0,23.9,23.9,23.9,0,w,-9,0,51,0,0,0,0,0,w*,0,0,*3/- (20-11),B,15,B,D,1,,,,,,,307,307,cf-3(-1)e7 rf-3e7
NYN,X,"Nunez,E",2,0,0,53.9,53.9,53.9,0,w,-9,0,0,0,55.2,55.2,55.2,0,w,-9,0,*3/- (20-11),B,13,D,C,6,,,,,,,,508,rf-5(+2)e8
NYN,X,"Rivera,R",4,64,0,34.2,34.2,34.2,0,w,-9,0,77,0,21.6,21.6,21.6,0,w,-9,0,-/- (---),E,8,D,D,6,404,,,,,,,,"c-4(+1)e4,T-1(pb-0)"
NYN,X,"Sanchez,A",9,59,0,0,0,0,0,w*,0,34,33,18,0.5,18.5,0.5,0,w*,0,27,-/- (---),E,9,D,D,1,416,,,,,,,,"c-4(0)e16,T-20(pb-11)"
OAA,X,"Brown,S*",5,0,0,0,0,0,0,w*,0,0,58,0,0,0,0,0,w*,0,0,-/- (---),E,12,D,D,1,,418,,,,,,,1b-4e18
OAA,X,"Orf,N",7,0,0,0,0,0,0,w*,0,0,10,0,0,0,0,0,w*,0,0,-/- (---),E,15,D,D,1,,,408,,424,,,,ss-4e24 2b-4e8
PHN,X,"Marchan,R+",8,0,0,0,0,0,0,w*,0,0,24,13,35.4,48.4,83.1,15.9,8,-8,0,-/- (---),E,10,D,C,2,316,,,,,,,,"c-3(0)e16,T-20(pb-0)"
PHN,X,"Moniak,M*",14,92,0,0,0,0,0,w*,0,0,22,36,19.1,55,19.1,0,w,-6,0,-/- (---),E,13,D,D,1,,,,,,425,,425,lf-4(+1)e25 rf-4e25
PHN,X,"Torreyes,R",7,0,0,0,0,0,0,w*,0,34,0,0,25,25,49.9,0,w*,0,34,-/- (---),E,14,D,C,1,,,304,,340,,416,,ss-3e40 2b-3e4 cf-4(+2)e16
PIN,X,"Craig,W",4,7,0,0,0,0,0,w*,0,0,41,0,0,0,0,0,w*,0,0,-/- (---),E,10,D,C,1,,302,,,,,,,1b-3e2
PIN,X,"Martin,J*",9,61,24,0,24,0,0,w*,0,0,50,29,0,29,0,0,w*,0,0,-/- (---),E,15,D,D,2,,,,,,,413,,cf-4(+1)e13
PIN,X,"Susac,A",2,0,43,0,43,0,0,w*,0,0,0,67,0,67,0,0,w*,0,0,-/- (---),E,9,D,D,2,309,,,,,,,,"c-3(+1)e9,T-11(pb-0)"
SDN,X,"Almonte,A+",11,59,0,0,0,0,0,w*,0,0,40,29,0,29,0,0,w*,0,0,"*2-8,11/9,10,12 (15-8)",D,14,D,D,1,,,,,,414,,,lf-4(-1)e14
SDN,X,"Campusano,L",3,48,0,38.5,49.5,154,38.5,8*,0,0,58,0,28.8,39.8,115.2,28.8,8*,0,0,-/- (---),E,9,D,D,3,,,,,,,,,
SDN,X,"Ona,J",12,24,27,18.3,59.3,57,10.3,8*,0,0,53,11,12.9,37.9,35.9,5.2,8*,0,0,-/- (---),E,10,D,D,1,,,,,,,,525,rf-5(0)e25
SEA,X,"Walton,D*",13,42,0,4.2,4.2,8.4,0,w*,0,34,54,9,7.5,16.5,15,0,w*,0,30,2-12/- (3-1),E,13,D,D,1,,,318,,407,,,,ss-4e7 2b-3e18
SFN,X,"Basabe,L+",14,40,39,0.6,39.6,0.6,0,w*,0,0,32,38,0,38,0,0,w*,0,0,*4/- (20-11),A,13,C,D,2,,,,,,310,,310,rf-3(-1)e10 lf-3e10
SFN,X,"Brantly,R*",3,0,0,0,0,0,0,w*,0,0,0,0,0,0,0,0,w*,0,0,-/- (---),E,9,D,D,2,416,,,,,,,,"c-4(+2)e16,T-20(pb-0)"
SFN,X,"Davis,J",12,84,0,13.1,13.1,52.4,13.1,8*,0,0,73,0,7.8,7.8,31,7.8,8*,0,0,-/- (---),E,14,D,D,1,,,,,,,,325,rf-3(-1)e25
SFN,X,"McCarthy,J*",10,0,0,0,0,0,0,w*,0,0,79,0,0,0,0,0,w*,0,0,-/- (---),E,10,D,D,1,,,,,,406,,406,lf-4(+1)e6 rf-4e6
SFN,X,"Rickard,J",5,4,32,0,32,0,0,w*,0,0,22,19,0,19,0,0,w*,0,0,-/- (---),E,13,D,D,3,,,,,,,,306,rf-3(+1)e6
SLN,X,"Dean,A",4,58,0,15,15,30,0,w*,0,0,14,54,7.3,61.3,14.5,0,w*,0,0,-/- (---),E,12,D,D,3,,514,,,,416,,,lf-4(+2)e16 1b-5e14
SLN,X,"Nogowski,J",4,17,0,27.2,27.2,27.2,0,w,-4,0,52,0,15.9,15.9,15.9,0,w,-4,0,-/- (---),E,11,D,C,1,,304,,,,,,,1b-3e4
SLN,X,"Williams,J*",5,0,0,0,0,0,0,w*,0,0,44,25,11.8,36.8,11.8,0,w,-7,0,-/- (---),E,14,D,D,1,,,,,,,,402,rf-4(0)e2
TBA,X,"O'Grady,B*",5,54,0,36.7,36.7,36.7,0,w,-9,0,7,0,61.2,61.2,106.1,0,w,-9,0,*3/- (20-11),B,13,D,D,1,,322,,,,302,302,,lf-3(+1)e2 cf-3e2 1b-3e22
TEA,X,"Garcia,A",6,56,28,0,28,0,0,w*,0,0,103,0,0,0,0,0,w*,0,0,-/- (---),E,14,D,D,1,,,,,,304,,,lf-3(-2)e4
TEA,X,"Rivera,Y",5,0,0,0,0,0,0,w*,0,0,44,0,0,0,0,0,w*,0,0,*3/- (20-11),B,14,D,D,2,,420,322,,340,,,,ss-3e40 2b-3e22 1b-4e20
TEA,X,"Romine,A+",4,0,0,0,0,0,0,w*,0,0,27,0,26.6,26.6,53.2,0,w*,0,0,-/- (---),E,14,D,D,1,,,,,314,,,,ss-3e14
